region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
Andhra Pradesh,2020-02-08,1,1,1,1,1,1
Andhra Pradesh,2020-02-09,0.5,0,1,0,1,1
Andhra Pradesh,2020-02-10,0,0,1,0,0,1
Andhra Pradesh,2020-02-11,0,0,0,0,0,1
Andhra Pradesh,2020-02-12,0,0,1,0,0,1
Andhra Pradesh,2020-02-13,0,0,0,0,0,1
Andhra Pradesh,2020-02-14,1,0,1,1,1,1
Andhra Pradesh,2020-02-15,0,0,1,0,0,1
Andhra Pradesh,2020-02-16,0,0,1,0,0,1
Andhra Pradesh,2020-02-17,0,0,1,0,0,1
Andhra Pradesh,2020-02-18,0,0,1,0,0,1
Andhra Pradesh,2020-02-19,0,0,1,0,0,1
Andhra Pradesh,2020-02-20,0,0,1,0,0,1
Andhra Pradesh,2020-02-21,0,0,1,0,0,1
Andhra Pradesh,2020-02-22,0,0,1,0,0,1
Andhra Pradesh,2020-02-23,0,0,1,0,0,1
Andhra Pradesh,2020-02-24,0,0,1,0,0,1
Andhra Pradesh,2020-02-25,0,0,1,0,0,1
Andhra Pradesh,2020-02-26,0,0,1,0,0,1
Andhra Pradesh,2020-02-27,0,0,1,0,0,1
Andhra Pradesh,2020-02-28,0,0,1,0,0,1
Andhra Pradesh,2020-02-29,0,0,1,0,0,1
Andhra Pradesh,2020-03-01,0,0,1,0,0,1
Andhra Pradesh,2020-03-02,0,0,1,0,0,1
Andhra Pradesh,2020-03-03,1,0,2,0,1,1
Andhra Pradesh,2020-03-04,1,0,2,0,1,1
Andhra Pradesh,2020-03-05,1,0,2,0,1,1
Andhra Pradesh,2020-03-06,1,0,2,0,1,1
Andhra Pradesh,2020-03-07,1,0,3,0,1,1
Andhra Pradesh,2020-03-08,1,0,3,0,1,1
Andhra Pradesh,2020-03-09,1,0,4,0,1,1
Andhra Pradesh,2020-03-10,2,0,4,1,2,1
Andhra Pradesh,2020-03-11,2,0,5,0,2,1
Andhra Pradesh,2020-03-12,3,0,6,1,3,1
Andhra Pradesh,2020-03-13,3,1,7,2,4,1
Andhra Pradesh,2020-03-14,4,1,8,1,4,1
Andhra Pradesh,2020-03-15,5,1,9,2,5,1
Andhra Pradesh,2020-03-16,6,1,10,3,6,1
Andhra Pradesh,2020-03-17,7,3,13,4,8,1
Andhra Pradesh,2020-03-18,9,3,14,5,9,1
Andhra Pradesh,2020-03-19,11,4,16,6,11,1
Andhra Pradesh,2020-03-20,12,6,19,8,13,1
Andhra Pradesh,2020-03-21,15,8,22,10,16,1
Andhra Pradesh,2020-03-22,17,9,24,12,18,1
Andhra Pradesh,2020-03-23,20,12,28,14,21,1
Andhra Pradesh,2020-03-24,23,13,30,19,25,1
Andhra Pradesh,2020-03-25,25,15,33,20,27,1
Andhra Pradesh,2020-03-26,28,18,36,22,29,1
Andhra Pradesh,2020-03-27,29,20,38,24,31,1
Andhra Pradesh,2020-03-28,31,21,39,26,33,1
Andhra Pradesh,2020-03-29,31,22,40,27,34,1
