region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
East Midlands,2020-01-15,1,1,1,1,1,1
East Midlands,2020-01-16,1,1,1,1,1,1
East Midlands,2020-01-17,1,0,1,1,1,1
East Midlands,2020-01-18,0,0,1,0,0,1
East Midlands,2020-01-19,0,0,1,0,0,1
East Midlands,2020-01-20,0.5,0,1,0,1,1
East Midlands,2020-01-21,0,0,1,0,0,1
East Midlands,2020-01-22,0,0,0,0,0,1
East Midlands,2020-01-23,0,0,1,0,0,1
East Midlands,2020-01-24,0,0,1,0,0,1
East Midlands,2020-01-25,0,0,1,0,0,1
East Midlands,2020-01-26,0,0,1,0,0,1
East Midlands,2020-01-27,0,0,1,0,0,1
East Midlands,2020-01-28,0,0,1,0,0,1
East Midlands,2020-01-29,0,0,1,0,0,1
East Midlands,2020-01-30,0,0,1,0,0,1
East Midlands,2020-01-31,0,0,1,0,0,1
East Midlands,2020-02-01,0,0,1,0,0,1
East Midlands,2020-02-02,0,0,1,0,0,1
East Midlands,2020-02-03,0,0,1,0,0,1
East Midlands,2020-02-04,0,0,1,0,0,1
East Midlands,2020-02-05,0,0,1,0,0,1
East Midlands,2020-02-06,0,0,1,0,0,1
East Midlands,2020-02-07,0,0,1,0,0,1
East Midlands,2020-02-08,0,0,1,0,0,1
East Midlands,2020-02-09,0,0,2,0,0,1
East Midlands,2020-02-10,0,0,2,0,0,1
East Midlands,2020-02-11,1,0,2,0,1,1
East Midlands,2020-02-12,1,0,2,0,1,1
East Midlands,2020-02-13,1,0,2,0,1,1
East Midlands,2020-02-14,1,0,3,0,1,1
East Midlands,2020-02-15,1,0,3,0,1,1
East Midlands,2020-02-16,2,0,4,0,2,1
East Midlands,2020-02-17,2,0,5,0,2,1
East Midlands,2020-02-18,3,0,6,1,3,1
East Midlands,2020-02-19,3,0,7,1,3,1
East Midlands,2020-02-20,4,0,7,1,4,1
East Midlands,2020-02-21,5,1,9,2,5,1
East Midlands,2020-02-22,5,1,10,3,6,1
East Midlands,2020-02-23,7,1,12,3,7,1
East Midlands,2020-02-24,8,2,14,5,9,1
East Midlands,2020-02-25,10,3,16,5,10,1
East Midlands,2020-02-26,12,3,18,6,12,1
East Midlands,2020-02-27,13,6,22,9,15,1
East Midlands,2020-02-28,16,7,25,10,17,1
East Midlands,2020-02-29,19,8,28,12,20,1
East Midlands,2020-03-01,22,12,34,18,26,1
East Midlands,2020-03-02,26,13,38,20,29,1
East Midlands,2020-03-03,30,19,45,23,33,1
East Midlands,2020-03-04,35,20,49,26,38,1
East Midlands,2020-03-05,40,26,56,32,44,1
East Midlands,2020-03-06,46,29,63,37,50,1
East Midlands,2020-03-07,53,34,70,44,58,1
East Midlands,2020-03-08,59,39,76,49,64,1
East Midlands,2020-03-09,67,46,87,56,73,1
East Midlands,2020-03-10,75,55,97,65,82,1
East Midlands,2020-03-11,84,61,106,72,90,1
East Midlands,2020-03-12,94.5,71,116,82,100,1
East Midlands,2020-03-13,105,79,127,91,110,1
East Midlands,2020-03-14,116,94,140,103,122,1
East Midlands,2020-03-15,126,102,148,115,134,1
East Midlands,2020-03-16,138,111,159,124,144,1
East Midlands,2020-03-17,149,124,171,135,154,1
East Midlands,2020-03-18,157,133,180,149,168,1
East Midlands,2020-03-19,168,143,191,156,175,1
East Midlands,2020-03-20,177,150,196,166,184,1
East Midlands,2020-03-21,185,158,204,173,191,1
East Midlands,2020-03-22,191,166,212,181,198,1
East Midlands,2020-03-23,196.5,175,221,187,205,1
East Midlands,2020-03-24,202,178,222,196,213,1
East Midlands,2020-03-25,205,183,228,194,211,1
East Midlands,2020-03-26,206,182,229,195,214,1
